pdf_file,csv_paper,csv_rating,scan_candidate,match_tier,pattern_name,page,context_snippet
Dutkiewicz et al. - 2025 - Error Mitigation and Circuit Division for Early Fault-Tolerant Quantum Phase Estimation.pdf,Dutkiewicz et al.,yes,partial,weak,failure-mention,32,"correction with better-than-physical error with variance bounded by (cid:4)2, without allowing for any rates,Arxiv:2404.02280. failure probability. A failure probability of δ, assuming [3] D. Bluvstein et al., Logical quantum processor based on reconfigurableatomarrays,Nature626,58(2024). that the error pr"
Dutkiewicz et al. - 2025 - Error Mitigation and Circuit Division for Early Fault-Tolerant Quantum Phase Estimation.pdf,Dutkiewicz et al.,yes,partial,weak,challenge-mention,6,"m- 1,u=4)andtargetprecision((cid:10)E =10−2)followingRef. ple problems to the surface code, for a range of residual [6], reproducing a regime that is challenging for classical logical noise rates γ. Our goal is to quantify the trade-off methods[84].W isimplementedfollowingthemethodsof between the number of"
Dutkiewicz et al. - 2025 - Error Mitigation and Circuit Division for Early Fault-Tolerant Quantum Phase Estimation.pdf,Dutkiewicz et al.,yes,partial,weak,tradeoff-mention,2,"puting [9] with CCZ factories [11] and quantify is possible [50,66–68].) These single-control QPE tech- how the previously discussed method allows to trade off niques are of particular interest in early fault tolerance an increased computation time for a reduced qubit count. [13–15,18,20,21,25,27,32,69],asth"
Dutkiewicz et al. - 2025 - Error Mitigation and Circuit Division for Early Fault-Tolerant Quantum Phase Estimation.pdf,Dutkiewicz et al.,yes,partial,weak,tradeoff-mention,2,n increase in the total wall time of 2 this reduction in circuit depth and increase in error toler- timesto100times. ance propagates through QEC to a trade-off between the Theremainderofthepaperisorganizedasfollows.The physical qubit count and the wall-clock time (of the full next two sections present the ma
Dutkiewicz et al. - 2025 - Error Mitigation and Circuit Division for Early Fault-Tolerant Quantum Phase Estimation.pdf,Dutkiewicz et al.,yes,partial,weak,tradeoff-mention,4,"ANTUM6,040318(2025) more error correction. We provide a general back-of-the- factorthatincreasesforsmallerγ.Ontheotherhand,when envelope study of the trade-off between error mitigation the target error is small (cid:4) (cid:5)γ, the cost of RPE is about and error correction in Sec. IV A; we find that combini"
Dutkiewicz et al. - 2025 - Error Mitigation and Circuit Division for Early Fault-Tolerant Quantum Phase Estimation.pdf,Dutkiewicz et al.,yes,partial,weak,tradeoff-mention,6,"surface code, for a range of residual [6], reproducing a regime that is challenging for classical logical noise rates γ. Our goal is to quantify the trade-off methods[84].W isimplementedfollowingthemethodsof between the number of physical qubits and the total com- Ref.[6].NotethatqubitizationoftheHubbardmod"
Dutkiewicz et al. - 2025 - Error Mitigation and Circuit Division for Early Fault-Tolerant Quantum Phase Estimation.pdf,Dutkiewicz et al.,yes,partial,weak,tradeoff-mention,29,"th L×L sites, for a total We observe that the curves representing the computa- of2L2 spin-orbitals,andinteractionstrengthu/t=4(with tional space-time trade-off [in Fig. 9(b)] have an “elbow- the hopping parameter t setting the energy dimensions). like” shape. We expect that our method will lead to the This c"
Dutkiewicz et al. - 2025 - Error Mitigation and Circuit Division for Early Fault-Tolerant Quantum Phase Estimation.pdf,Dutkiewicz et al.,yes,partial,weak,worse-mention,8,"4) [98].Therefore,we precisions are fixed, it is common to find that the simpler suggestthatearlyfault-tolerant-algorithm researchshould methods with worse asymptotic scaling (such as Trotter- prioritize optimizing initial state preparation and identi- ized time evolution) are superior to their asymptoti"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,strong,failure-condition,7,"ion to hold, this term must be much less than 1, which implies the condition p 1/L. ≪ Next, we must use Bayes’ rule to determine the prob- ability of failure in the fully post-selected case. That is, theprobabilityofnostabilizersbeingviolatedisroughly P(⃗s = +⃗1) = (1 p)2L2 , i.e., no errors occurring. We − c"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,strong,failure-condition,12,"ers the below-threshold regime. Anal- ogous to the below-threshold regime of the fully post- selected surface code, we expect logical failure rates P fail in this regime to decay exponentially with code distance L. This exponential suppression is fundamentally linked tothefreeenergycost∆F (p,L)ofadomainwal"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,strong,failure-condition,16,"ases. The usual approach, such as in Ref. [7], Taylor expands the scaling function close to the point where the logi- FIG. 14. Logical failure rate P fail for the non-post-selected cal failure curves cross. As we have seen, this can be planar code under bit-flip noise, plotted as a function of the quite far"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,strong,failure-condition,17,"ed to propose a new ansatz for the derive closed-form expressions for P (p,L) for all p,L finite-size scaling function of the logical failure rate of fail in that setting, then transfer these insights to non-post- surface codes near threshold. We compared this new er- selectedcodesviaaneffectivesurfacetens"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,strong,failure-condition,18,"Ising chains; our results are comple- tured entirely by modified finite-size (or boundary) scal- mentary, providing closed-form P (p,L) for the unbi- fail ing functions. For instance, while the primary scaling ased, fully post-selected case and a physical identifica- variable x = (p p )L1/ν would retain it"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,strong,failure-condition,27,"e behaviour of G(x) in these regimes determines whether the phe- nomenological error-function model satisfies the physi- cally required limits of P . fail For Eq. (39) to meet the required limits, the asymp- totic behaviour of G(x) is constrained as follows: • For x : →−∞ (cid:18) (cid:19) G(x) f(x) 0 = erf"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,strong,failure-condition,29,"-size scaling analysis on the logical failure ensuring arbitrarily reliable storage in the thermody- rate near-threshold. Data collapse analysis of P fail when namic limit. Typically we expect θ 1 = 1 in the ordered re-parametrized by the scaling variable x = (p p c )Lν 1 regime, but for highly non-local int"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,limitation-mention,14,"14 regime, we turn to the framework of finite-size scaling 4.6 theory. 4.4 4.2 C. Near-threshold 4.0 Having established the limitations of the below- 3.8 threshold regime description as p p , we now focus c → onthenear-thresholdregime,wherethebehaviourofthe logical failure rate P is"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,limitation-mention,18,"(p p ,L,B) f ((p p )L1/ν), where f (x) ex- fail c B c B ≈ ≈ − plicitly depends on the set of parameters B characteriz- C. Realm of applicability and limitations ing the specific boundary conditions or geometry, distin- guishing it from an idealized scaling function f (x). 0 Our four-regime framework applies"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,limitation-mention,18,"uettegaugemodels,ormorecomplexcircuit-levelnoise, While this work provides a comprehensive framework, also presents a direction for research. certain limitations should be acknowledged. Our pri- While the preceding points outline directions for ex- mary analysis has focused on D =2 surface codes under tending"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,1,"s post-selected on being syndrome free to the exactly-solvable two-dimensional Ising model on a torus, to derive an analytic solution for the logical failure rate across its full domain of physical error rates. In particular, this mapping pro- videsclosed-formexpressionsforthelogicalfailurerateinfourdistin"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,1,"g has matured considerably since its introduction, a quan- performance formulas will be essential to guide code de- titative understanding of logical failure rates remains sign,decoderdevelopment,andresourceallocationinthe a challenge. Precise error rate predictions depend on microscopic details such as la"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,2,"ob- fully post-selected toric code under bit-flip noise, the lem in general. Focusing, instead, on the simpler post- functional behaviours of logical failure rates throughout selectedlimitofQECcodescanresultinmodelsthatare the different regimes are established exactly. Further- tractable. In Ref. [23], it"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,2,"the corresponding shift certain parameters associated with the functional statistical mechanics model, over which thermodynamic behaviour of logical failure rates in these regimes, the quantities are averaged. This constrained disorder view- qualitative nature of the regimes remains robust across point al"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,2,"ived by Onsager in 1944 [25]. This bilizer codes and classical spin models. We explain how observationoffersananalyticfootholdtofurtherourun- logical failure probabilities are encoded as free energy derstanding of optimal QEC performance. costs of domain walls and how these map onto decoding In this work,"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,2,"mainofphysicalerrorratesandcodedistances. model to derive closed-form expressions for the logical Weidentifyfourdistinctregimesoftopologicalerrorcor- failure rate in each regime. In Section IV, we extend rection as a function of physical error rate and code dis- theseinsightstonon-post-selectedsurfacecodes"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,2,"calQEC,outlineitsassumptionsandscope,interpret to 0. We call this the path-counting regime, in which thephysicalmeaningofkeyparameters,anddiscusslim- failure rates can be estimated by counting the lowest- itations and avenues for future work. weighterrorsthatcannotbecorrected. Second, forsuffi- cientlylarg"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,2,"s(orequivalently,latticesizes), and for error rates below the topological code threshold, the system enters the below-threshold (ordered) regime, II. FAILURE RATES AND FREE ENERGY characterized by an exponential decay of logical failure rateswithincreasingcodedistance. Third,whenthecor- Inthissection,webri"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,2,"threshold, the system enters the below-threshold (ordered) regime, II. FAILURE RATES AND FREE ENERGY characterized by an exponential decay of logical failure rateswithincreasingcodedistance. Third,whenthecor- Inthissection,webrieflysummarizetheformalismand relationlengthiscomparabletothesystemsizefinite-si"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,2,"describes the critical region around the threshold mappings of QEC codes that underpin our later analy- p c . Here, the scaling behaviour of logical failure rates is ses. We assume familiarity with stabilizer codes, logical governedbytheuniversalityclassofthephasetransition sectors and cosets, and the bas"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,2,"hreshold, the system transitions into the above- thedisorderedHamiltonianfromphysicalerrorprocesses, threshold (disordered) regime, where the logical failure and the correspondence between partition function cal- rate converges to the value dictated by a uniform distri- culations and decoding strategies [4"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,3,"(a)MappingthetoriccodetoanIsingmodel )L( ecnatsid edoC (b)Fourdistinctregimesoferrorcorrection Stat. mech. regime Dominant physical mechanism Logical failure behaviour QEC interpretation Path-counting Combinatorics,minimumweighterrors ∼pwmin Performancesetbyminimallogical errors Ordered Order,domainwallfre"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,3,"nergy costs and phase transition points of the clas- the mapping, for a given configuration of errors , is E sical spin models directly yield logical failure probabili- StrengthDisorder Interactions ties and decoding thresholds [3, 9]. We now review this (cid:88) (cid:122)(cid:125)(cid:124)(cid:123) (cid:1"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,4,d alternativelybeexpressedasthesignedlogicalgapasfor- P i (τ) is the probability of the local Pauli τ acting on mulated in Refs. [34–36]. The logical failure rate under qubit i. minimum-weight perfect matching decoding (MWPMD) With the Nishimori conditions satisfied and with dis- can then be expressed as [
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,4,"distribution of domain wall free energies of the = log E , (3) disordered statistical mechanical model is known, then β N P( m ) the optimal logical failure rate can be determined ex- EL actly for any code. As above, for surface codes with bit- where β is the finite thermodynamic beta under which N flip n"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,4,"for any code. As above, for surface codes with bit- where β is the finite thermodynamic beta under which N flip noise, to compute the optimal logical failure rate, we theNishimoriconditionsaresatisfiedandP( )isthecu- E integrate the probability distribution of the domain wall mulative probability of all ph"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,5,"on depends explicitly on this energy cost, allowing us to connect the scaling of ∆E in the statistical mechanical model to that of the code’s logical failure rate. For such disordered statistical mechanical models, one finds ∆E Lθ, (7) ⟨ ⟩∼ where θ is the stiffness exponent that quantifies the roughness of"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,5,"lip noise. (a) Path-counting regime (p p c ): On a clean ≪ atT =0,θvanishes,indicatingmarginallystabledomain lattice at very low error rates, logical failure is dominated by walls [33]. Between these two limits, one expects a non- the shortest possible domain walls, which remain essentially straight and un"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,5,"haviour. (d) Above-threshold regime (p > p ): c Above-threshold,thermalfluctuationsdominate,fragmenting In Section II, we identified that the logical failure rate thesystemintoadensetangleofshort,disconnecteddomain ofQECcodescanbedeterminedbythefreeenergycosts wall loops. of domain walls in the statistical"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,5,g universality and scaling behaviour near crit- toriccodeontotheclean2DIsingmodelonatorustoob- icality. tain a closed-form expression for the logical failure rate The partition function of the Ising model on a fi- across the full domain of physical error rates and code nite torus with periodic-periodic (pp
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,6,"exact analytic expression. The P(X X) Z aa . (10) curves all cross at the critical point as predicted by the ⊗ ∝ discussion above. The total logical failure probability is given by This analytic expression for the logical failure rate of the fully post-selected toric code enables us to probe, in Z +Z +Z P"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,6,"e critical point as predicted by the ⊗ ∝ discussion above. The total logical failure probability is given by This analytic expression for the logical failure rate of the fully post-selected toric code enables us to probe, in Z +Z +Z P = ap pa aa . (11) closed form, the functional behaviour of the failure r"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,6,"l failure rate of the fully post-selected toric code enables us to probe, in Z +Z +Z P = ap pa aa . (11) closed form, the functional behaviour of the failure rate fail Z +Z +Z +Z pp ap pa aa across each of the four regimes identified above. More- over, having this exact formula lets us explore failure Sinc"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,6,"the failure rate fail Z +Z +Z +Z pp ap pa aa across each of the four regimes identified above. More- over, having this exact formula lets us explore failure Since we are interested in the square case we will have rates for system sizes far larger than would be tractable Z =Z . pa ap viaMonteCarlosamplingo"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,6,"gRefs.[45,47],weevaluatethepartitionfunc- [49]. Wenowusethisexactclosed-formexpressionforthe tionsofthe2DIsingmodelfortheseboundaryconditions logical failure rate of a fully post-selected toric code to in Appendix A. The solution to the 2D Ising model on a investigatethefunctionalbehaviourofthesefailurerat"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,7,"attice sizes L. The solid lines represent the exact analytic curves obtained via a mapping to the 2D Ising model, while the scatter points denote the failure rates computed using a tensor network decoder with a truncation bond-dimension of χ=28. Thecurvescrossatthethresholderrorp 0.29and c logical failure"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,7,"failure rates computed using a tensor network decoder with a truncation bond-dimension of χ=28. Thecurvescrossatthethresholderrorp 0.29and c logical failure probability P = 1/2 as predicted ≃ by the 2D fail Ising model solution. follows. For sufficiently low p, logical errors are domi- natedbyasingledomai"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,7,"alidonlyaslongas contributions fromlonger, higher-weight errorchains are negligible. On the torus, the next-shortest error paths that cause a logical failure have a length of L+2. These paths can be visualized as the minimal, straight-line er- ror chain deformed by two “kinks” (see Appendix B for a detaile"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,7,"ion to hold, this term must be much less than 1, which implies the condition p 1/L. ≪ Next, we must use Bayes’ rule to determine the prob- ability of failure in the fully post-selected case. That is, theprobabilityofnostabilizersbeingviolatedisroughly P(⃗s = +⃗1) = (1 p)2L2 , i.e., no errors occurring. We"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,7,"counting L=7 Analytic L=9 L=11 FIG.4. LogicalfailurerateP forafullypost-selectedtoric fail code under bit-flip noise in the path-counting regime. The failure rate is plotted as a function of the physical error rate p,withcurvesparametrizedbythelatticesizeL. Thedashed lines represent the path-counting appro"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,7,"ateinthefullypost-selectedregimeusing P P = wall fail P(⃗s=+⃗1) 2LpL(1 p)2L2−L − ≈ (1 p)2L2 − pL =2L . (15) (1 p)L − In Fig. 4, we plot the predicted failure probability us- ing the path-counting expression of Eq. (15) and the ex- act analytic values discussed above for a range of val- ues of L. The approx"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,8,"alytic L=9 L=11 FIG. 5. Comparison of the capillary wave approximation (dashed lines) and the exact analytic calculation (solid lines) of the logical failure rate for a fully post-selected toric code. Results are shown as a function of the physical error rate p for various lattice sizes L, with each colour"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,8,"e twolimitswehaveusedtofindapproximateexpressions. We plot in Fig. 5 comparison of this approximate ex- pression with the exact analytically computed failure rates using the free-fermion mapping. Fig. 5showsthataspapproachesthecriticalvaluep , c our capillary wave approximation breaks down because domain w"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,9,"be- comescomparabletoβσ andthelogicalerrorprobability 0.8 is (1). In the next section we turn to finite-size scaling O theory to describe the logical failure rates in this critical 0.6 regime. 0.4 C. Near-threshold (critical) regime 0.2 As we approach the threshold error rate p , fluctua- c 0.2 0.1 0.0 0.1"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,9,"on length ξ(β) that becomes very large in the region of the phase transition. For system sizes L ξ unitless ≤ physical quantities such as the logical failure probabil- ity P (β,L) are functions of L/ξ only. For a general fail statistical mechanical model close to a critical point the correlation length ξ d"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,9,"(cid:113) (cid:19) ω (k)=arcsinh sin2(k)+2sinh2(µ) . (22) µ etar eruliaf lacigoL L=3 L=5 L=7 L=9 L=11 Prediction FIG. 6. Data collapse of the logical failure rate P for the fail fully post-selected toric code under bit-flip noise. The logi- calfailurerateisplottedasafunctionofthescalingvariable x=(p p )L,w"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,10,"these non-universal factors appear in every p∗ = − . (29) 2p(1 p) term in a similar way, so they cancel out. This can- − cellation leaves the logical failure probability dependent The Kramers-Wannier duality mixes the different sec- solely on the scaling variable x = (β β )L, capturing tors of the partitio"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,10,"eitwithascalingvariablex=(p p )L1/ν,withν =1, − fail − fail 4 c − ̸ reflecting its distinct universality class. We can therefore estimate the logical failure rates in the At fixed code distance L, increasing the error rate p above-threshold regime using the capillary wave theory beyond p drives the system"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,10,"reshold c derived in the below-threshold regime. In the below- regime,wheredomainwallsproliferateandthecodeloses threshold regime, we showed that the failure rate expo- its ability to protect quantum information. This is the nentially decayed to 0 as L for fixed p<p . Then c topic of the next subsection. →"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,10,"tum information. This is the nentially decayed to 0 as L for fixed p<p . Then c topic of the next subsection. →∞ by Eq. (31), we see that our logical failure rate in the above-threshold regime exponentially approaches 3/4 at fixed p>p . c D. Above-threshold (disordered) regime In the next section, we move"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,10,"o map the behaviour of the below- IV. SURFACE CODES WITHOUT POST-SELECTION thresholdregimetotheabove-thresholdregime[55]. This shows that the logical failure probability P exponen- fail tially decays from unity toward 3/4 with increasing L, In this section, we consider the standard setting of consistent wi"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,11,"rder, corresponding to error correction with no post- regime occurs for p > p and sufficiently large c selection. L 1, and is identified with logical failure rates ≫ We now detail the behaviour of surface codes within whichexponentiallyapproach(K 1)/K withcode − these four regimes. For each regime, we desc"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,11,")/K withcode − these four regimes. For each regime, we describe its key distance: characteristics and introduce the specific ansatz for the 1 logical failure rate P fail (p,L) that we will derive and an- P fail (p,L) ≈ 1 − K e−β[σ e ′ ff (p)L+δ′(p)]. alyze in the subsequent discussion: The introduction of"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,11,"pandadualpointp∗ [61],andconsequently,theel- this regime, as detailed in Sec. IVA, we show that egant transformation relating the above-threshold the failure rate for a toric code under the bit-flip behaviourtothebelow-thresholdregimeislost. As error model with odd L follows the form a result we do not hav"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,11,"ical- A. Path-counting ity, low-momentum modes dominate the physics, where finite-size scaling theory dictates that the The derivation of the logical failure rate expression in logical failure rates depend only on the ratio L/ξ, the path-counting regime is similar to the post-selected where ξ is the correl"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,11,"entum modes dominate the physics, where finite-size scaling theory dictates that the The derivation of the logical failure rate expression in logical failure rates depend only on the ratio L/ξ, the path-counting regime is similar to the post-selected where ξ is the correlation length that scales as case. O"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,11,"e ratio L/ξ, the path-counting regime is similar to the post-selected where ξ is the correlation length that scales as case. One assumes that logical failure is dominated by ξ p p −ν. Since the 2D Ising model is a the minimal uncorrectable error configurations, which c ∼ | − | marginalcaseoftheHarriscriter"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,11,"Sec. IVC, by analyzing the distribution ity of such paths leads to an expression of the form of domain wall ground state energy costs, that the 2L L! failure rate for the surface code with bit-flip noise P (p,L)= p⌈L/2⌉, (32) fail L/2 ! L/2 ! in this regime is governed by the finite-size scaling ⌈ ⌉⌊ ⌋ ans"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,11,"er of distinct domain wall configurations. For an even P fail (p,L) 1 erf 2 1 0 , distanceL, theminimalerrorchainsofweightL/2cause ≈ 2 − √2 a decoder failure only half the time, which introduces an where x = sgn(p p )(L/ξ)1/ν = (p p )L1/ν is additional factor of 1/2 to the prefactor. c c − − the scaling va"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,11,",A and A are con- This expression represents the leading-order contribu- 2 1 0 stants that relate to the domain wall energy cost tion to the logical failure rate, becoming increasingly ac- distribution at criticality. curateasp 0,wheresuchminimalerrorconfigurations →"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,12,"12 dominate all other failure mechanisms. The subsequent terms in this expansion, which depend on longer error paths, determine the range of p for which this leading- 10− 4 order"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,12,"ationsatverylowphysical error rates. As shown in Fig. 7, the path-counting ex- pression given by Eq. (32) indeed converges to the sim- ulated logical failure rate as p 0. We also observed → that the path-counting expression (Eq. (32)) underesti- matesthelogicalfailureratewhenp>1/L2. Thisregime of validity"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,12,dity agrees with the analytical arguments in Ap- pendix B. Thus we find that the regime of validity of the path counting approximation to the logical failure rate is much lower than in the fully-post-selected case. This is presumably due to the entropic contributions of the much larger number of error conf
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,12,"surface code enters the below-threshold regime. Anal- ogous to the below-threshold regime of the fully post- selected surface code, we expect logical failure rates P fail in this regime to decay exponentially with code distance L. This exponential suppression is fundamentally linked tothefreeenergycost∆F ("
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,12,ost of overcoming dis- order pinning rather than the entropic wandering of the etaR eruliaF lacigoL L=3 L=5 L=7 L=9 FIG. 7. Comparison of the logical failure rate of a stan- dardtoriccode(withoutpost-selection)inthepath-counting regime. Numerical simulation results (scatter points) are shown alongside the
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,13,lacigoL 0.4 L=3 L=5 0.2 L=7 Fitted ansatz L=9 Simulation L=11 0.0 0.02 0.04 0.06 0.08 0.10 Physical error rate (p) FIG. 8. Comparison of the logical failure rate for a standard toric code (without post-selection) in the below-threshold regime. The failure rate is modeled by fitting the expres- sion in Eq.
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,yes,yes,weak,failure-mention,13,"l error rate (p) FIG. 8. Comparison of the logical failure rate for a standard toric code (without post-selection) in the below-threshold regime. The failure rate is modeled by fitting the expres- sion in Eq. (34), with the free energy cost given by Eq. (33), yielding the parameters σ (p) and δ(p). The sca"
